Date,High,Low,Open,Close,Volume,Adj Close
2007-01-02,12540.0,12320.0,12400.0,12520.0,17607300.0,9619.3388671875
2007-01-03,12560.0,12220.0,12540.0,12280.0,19676500.0,9434.939453125
2007-01-04,12240.0,12060.0,12220.0,12120.0,18258900.0,9312.009765625
2007-01-05,12180.0,11900.0,12160.0,11900.0,28400400.0,9142.9833984375
2007-01-08,11880.0,11580.0,11840.0,11680.0,33081550.0,8973.951171875
2007-01-09,11880.0,11640.0,11740.0,11720.0,20109850.0,9004.68359375
2007-01-10,11680.0,11500.0,11640.0,11560.0,25756300.0,8881.751953125
2007-01-11,11760.0,11560.0,11580.0,11660.0,29839350.0,8958.583984375
2007-01-12,12120.0,11700.0,11800.0,12120.0,40346050.0,9312.009765625
2007-01-15,12300.0,12140.0,12240.0,12240.0,33675300.0,9404.2099609375
2007-01-16,12300.0,12220.0,12300.0,12260.0,15522550.0,9419.5703125
2007-01-17,12200.0,11940.0,12200.0,12040.0,23396700.0,9250.544921875
2007-01-18,11980.0,11780.0,11980.0,11880.0,21762950.0,9127.6123046875
2007-01-19,11760.0,11580.0,11760.0,11700.0,32068050.0,8989.3154296875
2007-01-22,11860.0,11660.0,11700.0,11820.0,21204000.0,9081.515625
2007-01-23,12000.0,11760.0,11820.0,11880.0,21732900.0,9127.6123046875
2007-01-24,12080.0,11980.0,12000.0,12040.0,14238300.0,9250.544921875
2007-01-25,12160.0,12040.0,12120.0,12060.0,11798550.0,9265.9130859375
2007-01-26,12000.0,11740.0,12000.0,11760.0,37403750.0,9035.4169921875
2007-01-29,11820.0,11540.0,11800.0,11560.0,28106550.0,8881.751953125
2007-01-30,11720.0,11500.0,11640.0,11700.0,18857050.0,8989.3154296875
2007-01-31,11700.0,11500.0,11700.0,11600.0,18468100.0,8912.4853515625
2007-02-01,11680.0,11520.0,11520.0,11580.0,20379600.0,8897.119140625
2007-02-02,11820.0,11600.0,11660.0,11760.0,25061700.0,9035.4169921875
2007-02-05,11800.0,11660.0,11780.0,11720.0,24227700.0,9004.68359375
2007-02-06,11760.0,11660.0,11700.0,11740.0,14804600.0,9020.05078125
2007-02-07,11780.0,11600.0,11760.0,11720.0,19521900.0,9004.68359375
